Step	Volume(Å³)	Pressure(GPa)	MeanForce(eV/Å)	MaxForce(eV/Å)	Stress_xx(GPa)	Stress_yy(GPa)	Stress_zz(GPa)	TotalEnergy(eV)	Temperature(K)
1742	52.120312	1.138949	0.816854	1.443569	1.313524	0.833956	1.269368	-14.410372	590.64
1743	52.120312	1.120279	0.760287	1.380419	1.442774	0.703683	1.214382	-14.410462	587.15
1744	52.120312	1.175579	0.733006	1.279855	1.690107	0.633048	1.203581	-14.410525	573.20
1745	52.120312	1.318628	0.742057	1.151749	2.051396	0.650106	1.254382	-14.410536	547.00
1746	52.120312	1.548009	0.769417	1.008934	2.505863	0.763134	1.375032	-14.410476	508.41
1747	52.120312	1.851300	0.809721	0.935897	3.021609	0.970678	1.561613	-14.410337	459.50
1748	52.120312	2.197762	0.859792	1.036137	3.549275	1.250340	1.793670	-14.410127	404.78
1749	52.120312	2.543958	0.914859	1.127262	4.030022	1.561982	2.039871	-14.409873	350.90
1750	52.120312	2.839226	0.967630	1.270939	4.403079	1.851390	2.263210	-14.409619	305.76
1751	52.120312	3.034179	1.008558	1.378430	4.613928	2.062160	2.426450	-14.409414	277.21
1752	52.120312	3.089228	1.027563	1.437493	4.621868	2.148459	2.497357	-14.409307	271.55
1753	52.120312	2.982012	1.016698	1.441124	4.407981	2.084158	2.453897	-14.409331	292.03
1754	52.120312	2.715458	0.972105	1.386685	3.983122	1.872704	2.290548	-14.409494	337.87
1755	52.120312	2.319375	0.894711	1.276702	3.388771	1.547319	2.022034	-14.409770	404.07
1756	52.120312	1.846499	0.790159	1.118629	2.692212	1.163691	1.683594	-14.410111	482.11
1757	52.120312	1.363698	0.668834	0.923929	1.976443	0.787749	1.326901	-14.410453	561.51
1758	52.120312	0.938815	0.546544	0.707865	1.324310	0.483100	1.009034	-14.410740	631.63
1759	52.120312	0.631662	0.444954	0.561264	0.811935	0.300429	0.782621	-14.410930	683.44
1760	52.120312	0.480696	0.388584	0.552524	0.491154	0.265445	0.685491	-14.411002	710.86
1761	52.120312	0.500543	0.403652	0.643476	0.387028	0.378750	0.735851	-14.410954	711.41
1762	52.120312	0.681248	0.483544	0.793227	0.496503	0.621006	0.926234	-14.410801	686.37
1763	52.120312	0.986253	0.589727	0.959462	0.783874	0.950251	1.224633	-14.410569	640.35
1764	52.120312	1.366053	0.700357	1.114118	1.197792	1.318348	1.582020	-14.410287	580.49
1765	52.120312	1.765432	0.799728	1.238868	1.678029	1.675135	1.943131	-14.409997	515.48
1766	52.120312	2.129043	0.876698	1.321549	2.161082	1.971409	2.254637	-14.409741	454.29
1767	52.120312	2.410356	0.924274	1.354902	2.589747	2.166576	2.474744	-14.409559	404.84
1768	52.120312	2.578452	0.939142	1.336276	2.917547	2.237394	2.580415	-14.409479	372.76
1769	52.120312	2.621401	0.922584	1.327122	3.115029	2.179577	2.569598	-14.409511	360.54
1770	52.120312	2.550368	0.882994	1.312068	3.174781	2.015346	2.460977	-14.409641	367.28
1771	52.120312	2.390934	0.837598	1.255433	3.104879	1.781803	2.286120	-14.409843	389.02
1772	52.120312	2.179106	0.799520	1.162261	2.927644	1.526678	2.082995	-14.410072	419.66
1773	52.120312	1.956458	0.767105	1.040643	2.677519	1.301293	1.890562	-14.410281	452.22
1774	52.120312	1.759933	0.738478	0.901835	2.389896	1.147394	1.742509	-14.410436	480.26
1775	52.120312	1.619955	0.721733	1.082003	2.100791	1.097829	1.661245	-14.410513	498.99
1776	52.120312	1.556308	0.746254	1.286786	1.837137	1.169740	1.662047	-14.410503	506.01
1777	52.120312	1.570159	0.810497	1.466545	1.612666	1.354621	1.743190	-14.410415	501.55
1778	52.120312	1.648093	0.884794	1.609517	1.429697	1.625155	1.889427	-14.410275	488.19
1779	52.120312	1.765344	0.954722	1.706894	1.282265	1.940742	2.073026	-14.410118	470.12
1780	52.120312	1.886108	1.008744	1.754016	1.154661	2.248550	2.255111	-14.409978	452.05
1781	52.120312	1.979550	1.038427	1.749050	1.031063	2.504059	2.403527	-14.409879	438.27
1782	52.120312	2.025701	1.040009	1.694359	0.905828	2.679714	2.491559	-14.409831	431.89
1783	52.120312	2.016182	1.013274	1.595394	0.781393	2.760747	2.506406	-14.409838	434.43
1784	52.120312	1.955987	0.961331	1.460551	0.669544	2.746641	2.451775	-14.409893	445.75
1785	52.120312	1.859548	0.896167	1.302954	0.583238	2.649584	2.345822	-14.409977	464.28
1786	52.120312	1.735287	0.850651	1.138470	0.531441	2.473516	2.200904	-14.410074	487.49
1787	52.120312	1.597314	0.823523	1.065472	0.520200	2.234331	2.037410	-14.410179	512.36
1788	52.120312	1.467213	0.800335	1.012151	0.553254	1.964584	1.883803	-14.410282	535.67
1789	52.120312	1.365546	0.787355	0.927920	0.627519	1.704684	1.764436	-14.410358	554.38
1790	52.120312	1.308675	0.790948	0.932024	0.733656	1.489790	1.702580	-14.410393	566.24
1791	52.120312	1.294243	0.809110	1.072681	0.854538	1.333229	1.694961	-14.410382	570.22
1792	52.120312	1.315910	0.838332	1.244045	0.970509	1.245636	1.731586	-14.410335	566.62
1793	52.120312	1.358309	0.875787	1.415731	1.059752	1.222799	1.792375	-14.410257	556.91
1794	52.120312	1.411402	0.916220	1.564278	1.109591	1.264056	1.860560	-14.410170	543.35
1795	52.120312	1.469433	0.951077	1.673517	1.113831	1.366808	1.927660	-14.410103	528.42
1796	52.120312	1.526756	0.970983	1.734470	1.073645	1.521143	1.985481	-14.410072	514.04
1797	52.120312	1.582319	0.969793	1.743299	1.000181	1.715542	2.031234	-14.410082	501.05
1798	52.120312	1.638982	0.947239	1.701386	0.910138	1.938900	2.067908	-14.410130	489.08
1799	52.120312	1.700695	0.909833	1.615236	0.822304	2.179381	2.100401	-14.410191	476.75
1800	52.120312	1.780072	0.871672	1.494070	0.758680	2.438472	2.143064	-14.410240	462.27
1801	52.120312	1.888749	0.852057	1.349026	0.739017	2.718128	2.209102	-14.410254	444.23
1802	52.120312	2.033880	0.854046	1.192050	0.779146	3.014422	2.308072	-14.410224	422.24
1803	52.120312	2.209297	0.867376	1.046460	0.879279	3.312080	2.436531	-14.410146	397.28
1804	52.120312	2.397161	0.886386	1.084008	1.025931	3.587004	2.578547	-14.410027	371.76
1805	52.120312	2.570944	0.909220	1.106690	1.195355	3.807275	2.710200	-14.409882	349.40
1806	52.120312	2.699309	0.934053	1.178996	1.359182	3.937862	2.800882	-14.409734	334.64
1807	52.120312	2.751790	0.957320	1.291664	1.485404	3.948232	2.821735	-14.409611	332.02
1808	52.120312	2.704249	0.972218	1.359944	1.544704	3.816584	2.751457	-14.409545	345.26
1809	52.120312	2.542408	0.970175	1.376155	1.518486	3.532313	2.576426	-14.409564	376.30
1810	52.120312	2.269863	0.943943	1.336112	1.403277	3.107478	2.298834	-14.409686	424.48
1811	52.120312	1.909010	0.889561	1.239977	1.209826	2.577925	1.939279	-14.409902	486.10
1812	52.120312	1.500393	0.807313	1.092417	0.964663	2.000452	1.536065	-14.410184	554.56
1813	52.120312	1.095786	0.702276	0.902300	0.705891	1.441652	1.139815	-14.410481	621.33
1814	52.120312	0.749856	0.584807	0.681959	0.474104	0.967601	0.807864	-14.410744	677.32
1815	52.120312	0.515743	0.471390	0.535953	0.312201	0.637660	0.597368	-14.410928	714.48
1816	52.120312	0.429754	0.387889	0.543108	0.253639	0.489788	0.545835	-14.411002	727.10
1817	52.120312	0.509064	0.387186	0.596821	0.317134	0.541609	0.668450	-14.410954	712.82
1818	52.120312	0.747218	0.472388	0.683893	0.501162	0.786227	0.954266	-14.410793	673.00
1819	52.120312	1.115360	0.588605	0.783881	0.785752	1.193560	1.366768	-14.410544	612.51
1820	52.120312	1.566302	0.710772	0.878348	1.134286	1.716596	1.848025	-14.410245	538.95
1821	52.120312	2.042276	0.820845	1.052945	1.502736	2.295711	2.328381	-14.409935	461.57
1822	52.120312	2.484112	0.907642	1.218866	1.843923	2.866947	2.741467	-14.409657	389.99
1823	52.120312	2.835621	0.964869	1.349656	2.111791	3.364392	3.030679	-14.409450	332.89
1824	52.120312	3.052904	0.989501	1.439413	2.271103	3.729070	3.158539	-14.409338	296.82
1825	52.120312	3.111775	0.981499	1.482440	2.303060	3.920731	3.111533	-14.409336	285.35
1826	52.120312	3.010277	0.944832	1.474357	2.208685	3.920957	2.901189	-14.409448	298.63
1827	52.120312	2.769963	0.888859	1.413836	2.009001	3.738199	2.562688	-14.409657	333.26
1828	52.120312	2.432064	0.825520	1.304325	1.742834	3.406530	2.146827	-14.409931	382.87
1829	52.120312	2.050670	0.762796	1.155293	1.460873	2.978283	1.712853	-14.410224	439.06
1830	52.120312	1.684160	0.707589	0.982609	1.217233	2.512129	1.323118	-14.410484	492.90
1831	52.120312	1.387879	0.672117	0.888313	1.063527	2.066618	1.033493	-14.410667	536.40
1832	52.120312	1.200526	0.667218	1.068874	1.031721	1.689582	0.880275	-14.410743	563.95
1833	52.120312	1.140265	0.694321	1.236475	1.132587	1.409826	0.878381	-14.410703	573.17
1834	52.120312	1.201108	0.747826	1.378167	1.350603	1.234615	1.018106	-14.410568	565.16
1835	52.120312	1.352975	0.816858	1.483999	1.645771	1.151385	1.261770	-14.410366	543.96
1836	52.120312	1.556847	0.893183	1.545614	1.971520	1.136624	1.562397	-14.410142	515.65
1837	52.120312	1.765638	0.962351	1.558118	2.272524	1.160557	1.863833	-14.409933	487.02
1838	52.120312	1.937951	1.008335	1.520817	2.501605	1.198751	2.113495	-14.409777	464.39
1839	52.120312	2.043934	1.024622	1.436296	2.626373	1.230141	2.275288	-14.409700	452.45
1840	52.120312	2.061423	1.010082	1.309463	2.623256	1.240185	2.320829	-14.409705	453.55
1841	52.120312	1.984578	0.966541	1.268878	2.486597	1.226949	2.240188	-14.409794	467.48
1842	52.120312	1.828587	0.899755	1.201318	2.236910	1.195258	2.053592	-14.409950	491.46
1843	52.120312	1.630880	0.820770	1.091155	1.922914	1.160935	1.808791	-14.410145	520.70
1844	52.120312	1.437211	0.747680	0.950330	1.607183	1.146866	1.557585	-14.410340	549.30
1845	52.120312	1.281647	0.701874	0.794016	1.335982	1.169516	1.339444	-14.410497	571.36
1846	52.120312	1.193421	0.693141	0.845056	1.152604	1.239301	1.188357	-14.410585	582.16
1847	52.120312	1.180774	0.718829	1.063894	1.074168	1.349834	1.118319	-14.410593	579.01
1848	52.120312	1.242590	0.775322	1.307258	1.108014	1.488850	1.130904	-14.410512	561.74
1849	52.120312	1.372392	0.851659	1.541347	1.257461	1.637211	1.222503	-14.410360	532.85
1850	52.120312	1.553086	0.929828	1.745011	1.510186	1.778547	1.370527	-14.410175	496.91
1851	52.120312	1.763266	0.994204	1.904246	1.847130	1.898780	1.543889	-14.409983	459.63
1852	52.120312	1.956900	1.031824	2.003350	2.209282	1.953838	1.707581	-14.409838	426.73
1853	52.120312	2.097337	1.036615	2.032499	2.543303	1.914957	1.833750	-14.409771	402.59
1854	52.120312	2.170373	1.014898	1.988973	2.819356	1.779183	1.912579	-14.409796	389.24
1855	52.120312	2.182138	0.989719	1.878251	3.028917	1.570627	1.946870	-14.409891	386.08
1856	52.120312	2.155036	0.958332	1.713109	3.181428	1.334585	1.949093	-14.410014	390.37
1857	52.120312	2.118292	0.921637	1.511497	3.296403	1.123630	1.934843	-14.410118	398.50
1858	52.120312	2.092732	0.888870	1.291178	3.384750	0.974926	1.918521	-14.410186	407.25
1859	52.120312	2.077605	0.864587	1.065659	3.429316	0.893725	1.909774	-14.410199	414.56
1860	52.120312	2.075326	0.850369	0.933217	3.426360	0.885960	1.913657	-14.410155	419.98
1861	52.120312	2.081124	0.846841	0.937558	3.372748	0.942075	1.928550	-14.410073	424.72
1862	52.120312	2.087932	0.857088	1.039428	3.270786	1.046128	1.946881	-14.409976	431.21
1863	52.120312	2.076544	0.881405	1.119225	3.111431	1.168609	1.949591	-14.409892	442.37
1864	52.120312	2.024044	0.909104	1.166781	2.884921	1.271022	1.916189	-14.409846	460.76
1865	52.120312	1.913844	0.925809	1.176756	2.589649	1.321414	1.830469	-14.409862	487.76
1866	52.120312	1.739606	0.921976	1.147864	2.233316	1.299795	1.685709	-14.409946	522.88
1867	52.120312	1.507740	0.893425	1.082722	1.836533	1.197394	1.489293	-14.410086	563.61
1868	52.120312	1.245356	0.839515	1.087381	1.440884	1.027724	1.267461	-14.410264	605.61
1869	52.120312	0.988343	0.762916	1.090496	1.092678	0.819427	1.052924	-14.410451	643.41
1870	52.120312	0.780907	0.669379	1.049975	0.844556	0.615190	0.882973	-14.410621	671.17
1871	52.120312	0.663325	0.571450	0.969088	0.739660	0.457783	0.792530	-14.410750	683.56
1872	52.120312	0.666874	0.534042	0.854889	0.807131	0.385588	0.807903	-14.410817	676.56
1873	52.120312	0.810302	0.556730	0.717454	1.059563	0.426920	0.944422	-14.410805	648.15
1874	52.120312	1.092543	0.604151	0.704273	1.484645	0.593205	1.199779	-14.410704	598.89
1875	52.120312	1.491515	0.669175	0.850679	2.046604	0.874392	1.553549	-14.410505	532.23
1876	52.120312	1.966714	0.746501	1.004795	2.691183	1.241371	1.967589	-14.410219	454.66
1877	52.120312	2.458856	0.833614	1.167205	3.343709	1.644079	2.388781	-14.409878	375.30
1878	52.120312	2.898948	0.923325	1.324918	3.920319	2.017866	2.758660	-14.409535	304.83
1879	52.120312	3.219684	0.996547	1.439857	4.340260	2.296480	3.022313	-14.409259	253.85
1880	52.120312	3.366904	1.035970	1.500386	4.539160	2.423901	3.137652	-14.409118	230.79
1881	52.120312	3.312546	1.033565	1.499045	4.482273	2.370805	3.084559	-14.409152	239.94
1882	52.120312	3.062319	0.989665	1.434527	4.172204	2.144021	2.870731	-14.409363	280.24
1883	52.120312	2.654907	0.912057	1.312314	3.648766	1.786296	2.529659	-14.409706	345.32
1884	52.120312	2.154743	0.813893	1.143929	2.981649	1.366760	2.115819	-14.410107	424.75
1885	52.120312	1.639796	0.708763	0.945740	2.258034	0.965171	1.696182	-14.410485	506.26
1886	52.120312	1.186799	0.608365	0.739048	1.568385	0.654954	1.337060	-14.410777	578.14
1887	52.120312	0.860395	0.529331	0.682885	0.995010	0.494207	1.091966	-14.410941	631.20
1888	52.120312	0.696413	0.507508	0.813939	0.589635	0.507963	0.991642	-14.410966	660.05
1889	52.120312	0.701252	0.562491	0.935441	0.377193	0.687438	1.039126	-14.410868	663.53
1890	52.120312	0.856650	0.657822	1.035951	0.355035	0.999955	1.214961	-14.410672	644.35
1891	52.120312	1.122063	0.758701	1.106456	0.493933	1.391574	1.480682	-14.410418	608.29
1892	52.120312	1.442094	0.846927	1.140197	0.745287	1.793648	1.787346	-14.410148	562.99
1893	52.120312	1.759414	0.912618	1.181110	1.054856	2.142787	2.080599	-14.409902	516.71
1894	52.120312	2.022016	0.950298	1.286246	1.368737	2.384184	2.313127	-14.409716	476.98
1895	52.120312	2.193059	0.957668	1.345257	1.642552	2.482874	2.453750	-14.409617	449.50
1896	52.120312	2.252994	0.935307	1.355270	1.843338	2.425607	2.490036	-14.409618	437.30
1897	52.120312	2.203367	0.887048	1.315994	1.955609	2.224167	2.430326	-14.409712	440.40
1898	52.120312	2.066890	0.821394	1.229271	1.983457	1.916891	2.300321	-14.409883	455.93
1899	52.120312	1.882041	0.757028	1.099795	1.945513	1.562955	2.137654	-14.410093	478.74
1900	52.120312	1.690519	0.719307	0.935500	1.865412	1.227299	1.978845	-14.410298	502.47
1901	52.120312	1.534924	0.708071	0.769305	1.770291	0.975748	1.858734	-14.410459	520.93
1902	52.120312	1.443037	0.711074	0.931096	1.682190	0.848344	1.798578	-14.410547	529.21
1903	52.120312	1.430099	0.729653	1.188660	1.612493	0.866325	1.811480	-14.410548	524.64
1904	52.120312	1.502151	0.779345	1.434023	1.570165	1.039145	1.897143	-14.410459	507.22
1905	52.120312	1.644527	0.863494	1.649415	1.548687	1.347035	2.037859	-14.410302	479.62
1906	52.120312	1.832080	0.955354	1.821671	1.536163	1.753729	2.206347	-14.410114	446.55
1907	52.120312	2.034304	1.033425	1.942015	1.520232	2.212696	2.369985	-14.409932	413.71
1908	52.120312	2.206038	1.085256	2.001196	1.471479	2.651706	2.494930	-14.409794	386.65
1909	52.120312	2.313419	1.105813	1.994743	1.368348	3.012092	2.559817	-14.409724	369.60
1910	52.120312	2.340967	1.095587	1.924069	1.210160	3.259419	2.553321	-14.409726	364.79
1911	52.120312	2.291451	1.059775	1.796320	1.014370	3.383976	2.476006	-14.409787	372.25
1912	52.120312	2.182505	1.007490	1.623272	0.810303	3.397876	2.339334	-14.409881	390.23
1913	52.120312	2.038122	0.948877	1.416933	0.629198	3.318811	2.166358	-14.409995	415.82
1914	52.120312	1.880026	0.890730	1.188424	0.492565	3.158849	1.988664	-14.410109	445.58
1915	52.120312	1.730123	0.836170	0.957225	0.417982	2.941985	1.830403	-14.410207	475.99
1916	52.120312	1.607073	0.788941	0.887794	0.412344	2.695273	1.713603	-14.410279	504.03
1917	52.120312	1.519896	0.760247	0.813638	0.469934	2.439378	1.650376	-14.410317	527.53
1918	52.120312	1.469839	0.762980	0.921111	0.579213	2.193670	1.636633	-14.410320	545.36
1919	52.120312	1.446938	0.793652	1.010374	0.713856	1.966657	1.660301	-14.410284	557.54
1920	52.120312	1.437092	0.836356	1.069411	0.844856	1.763651	1.702769	-14.410222	565.17
1921	52.120312	1.426305	0.878080	1.161578	0.947633	1.589298	1.741985	-14.410160	570.08
1922	52.120312	1.397748	0.909929	1.316393	0.997849	1.440297	1.755098	-14.410120	574.07
1923	52.120312	1.348246	0.924756	1.426962	0.985532	1.325164	1.734041	-14.410121	578.27
1924	52.120312	1.285258	0.918348	1.485208	0.917685	1.257271	1.680818	-14.410169	582.56
1925	52.120312	1.223279	0.890298	1.488660	0.812733	1.249895	1.607208	-14.410255	585.43
1926	52.120312	1.185692	0.844341	1.439674	0.702619	1.318529	1.535927	-14.410361	584.23
1927	52.120312	1.196637	0.789406	1.344715	0.621284	1.474135	1.494491	-14.410456	575.80
1928	52.120312	1.278092	0.744496	1.212922	0.604586	1.723185	1.506506	-14.410518	557.24
1929	52.120312	1.443589	0.736492	1.055771	0.675061	2.066659	1.589046	-14.410522	526.80
1930	52.120312	1.697339	0.760244	0.885845	0.842822	2.499044	1.750151	-14.410454	484.55
1931	52.120312	2.027199	0.797629	0.848508	1.101311	2.998335	1.981952	-14.410309	432.79
1932	52.120312	2.400806	0.841517	1.015129	1.422504	3.523248	2.256666	-14.410093	376.25
1933	52.120312	2.769930	0.889532	1.225233	1.761416	4.015689	2.532684	-14.409828	321.75
1934	52.120312	3.076966	0.939338	1.402839	2.062805	4.408303	2.759789	-14.409556	277.55
1935	52.120312	3.264298	0.983210	1.532131	2.270701	4.632986	2.889208	-14.409333	252.00
1936	52.120312	3.287720	1.007443	1.599470	2.341781	4.636403	2.884976	-14.409224	251.79
1937	52.120312	3.125856	1.000338	1.596183	2.255013	4.393397	2.729158	-14.409273	280.12
1938	52.120312	2.788893	0.957000	1.520670	2.019800	3.919212	2.427667	-14.409483	335.46
1939	52.120312	2.317541	0.879266	1.378767	1.673128	3.267930	2.011565	-14.409813	411.42
1940	52.120312	1.776673	0.774472	1.182035	1.273384	2.522912	1.533724	-14.410195	498.00
1941	52.120312	1.244568	0.654592	0.944876	0.891164	1.780431	1.062110	-14.410558	583.49
1942	52.120312	0.796057	0.535641	0.683122	0.590823	1.131786	0.665564	-14.410843	656.66
1943	52.120312	0.487853	0.432945	0.489531	0.419002	0.643283	0.401274	-14.411013	708.55
1944	52.120312	0.353516	0.361203	0.502723	0.398960	0.354970	0.306619	-14.411060	733.59
1945	52.120312	0.401350	0.380182	0.596373	0.528854	0.280108	0.395087	-14.410989	730.05
1946	52.120312	0.615321	0.492725	0.713194	0.786148	0.408030	0.651786	-14.410816	699.92
1947	52.120312	0.955956	0.630004	0.819397	1.128269	0.706578	1.033021	-14.410564	648.45
1948	52.120312	1.371036	0.756400	0.937119	1.505150	1.127599	1.480358	-14.410267	583.36
1949	52.120312	1.801311	0.860743	1.122974	1.863057	1.613655	1.927220	-14.409964	513.84
1950	52.120312	2.188813	0.936094	1.271186	2.153814	2.103604	2.309022	-14.409700	449.22
1951	52.120312	2.486226	0.977767	1.375155	2.342652	2.541737	2.574289	-14.409513	397.69
1952	52.120312	2.659784	0.984046	1.429831	2.411707	2.877404	2.690240	-14.409433	365.04
1953	52.120312	2.696823	0.957591	1.432182	2.362320	3.079073	2.649074	-14.409476	353.70
1954	52.120312	2.605612	0.907708	1.382163	2.211548	3.136028	2.469258	-14.409630	362.43
1955	52.120312	2.416479	0.849564	1.283383	1.994586	3.063264	2.191586	-14.409862	386.62
1956	52.120312	2.173620	0.794915	1.143753	1.757789	2.893280	1.869793	-14.410122	419.27
1957	52.120312	1.923924	0.750389	0.976237	1.545850	2.663624	1.562298	-14.410357	452.55
1958	52.120312	1.713656	0.729798	1.022949	1.402081	2.417489	1.321397	-14.410519	479.33
1959	52.120312	1.577888	0.744280	1.247347	1.358949	2.188755	1.185959	-14.410582	494.70
1960	52.120312	1.533916	0.787299	1.460985	1.429249	1.998187	1.174311	-14.410540	496.69
1961	52.120312	1.586462	0.853550	1.649842	1.615292	1.860927	1.283165	-14.410411	486.51
1962	52.120312	1.707879	0.928424	1.797841	1.878519	1.758363	1.486754	-14.410231	468.04
1963	52.120312	1.853466	0.992618	1.891577	2.160502	1.660488	1.739408	-14.410046	446.73
1964	52.120312	1.983222	1.033815	1.922404	2.413756	1.540702	1.995208	-14.409897	428.24
1965	52.120312	2.066562	1.048489	1.888374	2.603861	1.386575	2.209250	-14.409809	417.17
1966	52.120312	2.088766	1.039902	1.794286	2.715101	1.204626	2.346570	-14.409784	416.34
1967	52.120312	2.057743	1.014208	1.651346	2.757428	1.020018	2.395782	-14.409809	426.64
1968	52.120312	1.971034	0.973235	1.468102	2.720066	0.844799	2.348235	-14.409880	447.27
1969	52.120312	1.828010	0.917799	1.314609	2.590366	0.690969	2.202694	-14.409986	476.01
1970	52.120312	1.646397	0.852002	1.253819	2.379622	0.579680	1.979889	-14.410120	509.50
1971	52.120312	1.452886	0.783548	1.146282	2.114515	0.526820	1.717323	-14.410269	543.51
1972	52.120312	1.291006	0.726368	1.000540	1.851580	0.551292	1.470144	-14.410408	573.48
1973	52.120312	1.185506	0.702133	0.831150	1.627865	0.650588	1.278065	-14.410509	595.22
1974	52.120312	1.142467	0.716666	0.761916	1.460494	0.809154	1.157751	-14.410547	605.75
1975	52.120312	1.157496	0.756926	0.984477	1.355882	0.996871	1.119735	-14.410517	603.98
1976	52.120312	1.215200	0.816758	1.230915	1.309436	1.182885	1.153279	-14.410420	590.87
1977	52.120312	1.303831	0.889022	1.460664	1.321914	1.342109	1.247471	-14.410283	569.30
1978	52.120312	1.408348	0.954336	1.649961	1.387982	1.452077	1.384986	-14.410135	543.40
1979	52.120312	1.515075	0.995312	1.783755	1.499102	1.503303	1.542820	-14.410022	517.44
1980	52.120312	1.612262	1.003029	1.852798	1.644777	1.491502	1.700505	-14.409967	494.75
1981	52.120312	1.689240	0.975925	1.852959	1.807097	1.419966	1.840656	-14.409987	476.84
1982	52.120312	1.750419	0.924060	1.787213	1.985134	1.306402	1.959722	-14.410064	463.15
1983	52.120312	1.814832	0.879704	1.664671	2.193679	1.184036	2.066781	-14.410163	451.45
1984	52.120312	1.901757	0.850206	1.497345	2.443234	1.087641	2.174397	-14.410252	438.81
1985	52.120312	2.022467	0.830719	1.297125	2.730895	1.041781	2.294724	-14.410296	422.66
1986	52.120312	2.180422	0.829646	1.078696	3.044642	1.064669	2.431954	-14.410274	401.79
1987	52.120312	2.365810	0.843652	1.064378	3.359216	1.157739	2.580476	-14.410176	376.97
1988	52.120312	2.555742	0.863764	1.048395	3.639256	1.306160	2.721810	-14.410012	351.28
1989	52.120312	2.719429	0.885793	1.136513	3.845901	1.483312	2.829074	-14.409811	329.74
1990	52.120312	2.819817	0.911713	1.232529	3.938301	1.649521	2.871629	-14.409619	318.42
1991	52.120312	2.822969	0.943238	1.282120	3.884491	1.760314	2.824101	-14.409488	323.11
1992	52.120312	2.703865	0.965794	1.277786	3.664419	1.779768	2.667408	-14.409465	347.71
1993	52.120312	2.456759	0.961308	1.216973	3.281414	1.690163	2.398699	-14.409571	392.88
1994	52.120312	2.099608	0.922353	1.131172	2.764860	1.497450	2.036514	-14.409795	455.42
1995	52.120312	1.670060	0.849654	1.036843	2.163841	1.227390	1.618951	-14.410091	528.58
1996	52.120312	1.221107	0.749057	0.902377	1.541755	0.923267	1.198300	-14.410405	603.32
1997	52.120312	0.812309	0.630328	0.738133	0.970336	0.633155	0.833435	-14.410681	669.97
1998	52.120312	0.497655	0.508372	0.640091	0.515564	0.402655	0.574745	-14.410883	719.84
1999	52.120312	0.322345	0.412183	0.587068	0.233841	0.272335	0.460858	-14.410991	746.42
